Country,Year,GghExclLandForestry,GhgInclLandForestry,COExclLandForestry,GhgEmissionCH4,GhgEmissionN2O,GhgEmissionFgas,GhgEmissionEnergy,GhgEmissionIndustrial,GhgEmissionAgri,GhgEmissionWaste,CO2EmissionLUCF,CO2EmissionBunkerFuels,CO2EmissionElectricity,CO2EmissionManufacturing,CO2EmissionTransportation,GghEmissionFuel,GhgEmissionFugitive,Population,GDPUSDMillion2005,GDPUSDMillion2005,Energy,Temperature
Dominica,2003,0.20,0.19,0.11,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,70058,542.6031371,353.8752852,NA,0.782
Dominica,2004,0.20,0.18,0.11,0.07,0.02,0.00,0.00,0.00,0.02,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,70325,559.0419309,364.596349,39,0.491
Dominica,2005,0.20,0.19,0.11,0.07,0.01,0.00,0.00,0.00,0.02,0.07,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,70542,554.4719838,361.6159178,41,0.819
Dominica,2006,0.20,0.25,0.11,0.07,0.01,0.00,0.00,0.00,0.02,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,70690,607.216008,396.0145515,42,0.718
Dominica,2007,0.24,0.29,0.15,0.07,0.01,0.00,0.00,0.00,0.02,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,70795,609.7950619,397.6965607,43,0.871
Dominica,2008,0.22,0.27,0.13,0.07,0.01,0.00,0.00,0.00,0.02,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,70883,658.8263337,429.6738091,NA,0.401
Dominica,2009,0.22,0.27,0.13,0.07,0.02,0.00,0.00,0.00,0.02,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,70996,697.674864,455.0100701,NA,0.539
Dominica,2010,0.23,0.28,0.14,0.07,0.02,0.00,0.00,0.00,0.02,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,71167,704.4041568,459.3987849,NA,1.193
Dominica,2011,0.23,0.29,0.14,0.07,0.02,0.00,0.00,0.00,0.02,0.07,0.05,0.00,0.00,0.00,0.00,0.00,0.00,71401,702.3804742,458.0789782,NA,0.591
Ecuador,1990,29.65,109.22,15.24,10.78,3.62,0.01,15.32,1.13,11.77,1.42,79.56,0.88,1.59,2.25,6.78,2.98,1.72,10123593,74369.49327,26804.26301,5840.931,0.503
Ecuador,1991,30.75,110.31,15.78,11.21,3.74,0.01,15.89,1.16,12.27,1.45,79.56,0.80,1.91,2.34,7.17,2.78,1.69,10360630,77560.94287,27954.52572,6084.041,0.536
Ecuador,1992,31.80,111.51,16.27,11.65,3.86,0.01,16.43,1.14,12.76,1.47,79.71,1.08,2.40,2.54,7.00,2.63,1.86,10598168,79200.82216,28545.57124,6193.664,0.873
Ecuador,1993,31.49,111.34,15.41,12.08,3.98,0.02,15.67,1.06,13.25,1.50,79.85,1.74,1.84,2.36,7.08,2.67,1.71,10836327,80763.6271,29108.83761,5761.834,0.571
Ecuador,1994,32.84,112.84,16.20,12.52,4.10,0.02,16.46,1.10,13.75,1.52,80.00,1.62,1.81,2.79,7.21,2.90,1.75,11075454,84202.74463,30348.36482,6110.915,0.363
Ecuador,1995,35.78,115.92,18.58,12.95,4.22,0.02,18.67,1.32,14.24,1.55,80.14,1.54,3.02,2.98,7.04,3.12,2.50,11315800,86099.45253,31031.97654,6810.414,0.738
Ecuador,1996,38.57,118.86,21.47,12.81,4.26,0.03,21.34,1.54,14.09,1.58,80.29,1.98,3.09,4.64,7.93,3.18,2.50,11557151,87590.47765,31569.37203,7351.346,0.053
Ecuador,1997,39.20,119.63,22.18,12.67,4.30,0.05,22.15,1.49,13.94,1.62,80.43,2.23,3.90,3.78,8.92,3.14,2.41,11799289,91381.27507,32935.65175,7746.016,1.24
Ecuador,1998,39.73,120.31,22.81,12.52,4.34,0.06,22.95,1.36,13.78,1.65,80.58,0.89,3.56,5.59,8.21,3.17,2.41,12042454,94366.27129,34011.5045,8222.084,1.311
Ecuador,1999,36.02,116.74,19.19,12.38,4.38,0.07,19.47,1.22,13.63,1.68,80.72,0.77,2.78,3.62,7.68,2.98,2.41,12286995,89893.88964,32399.56809,7716.689,0.202
Ecuador,2000,37.27,118.14,20.52,12.23,4.43,0.09,20.58,1.48,13.48,1.72,80.87,1.53,2.56,3.88,8.63,3.10,2.41,12533087,90875.35253,32753.30708,7814.753,0.244
Ecuador,2001,38.16,120.88,21.22,12.43,4.39,0.11,21.28,1.57,13.56,1.75,82.72,1.38,3.28,3.07,9.46,3.01,2.46,12780869,94524.57036,34068.55867,8442.124,0.478
Ecuador,2002,40.66,123.47,23.53,12.63,4.36,0.14,23.60,1.64,13.65,1.79,82.81,0.99,3.53,4.84,9.49,3.24,2.50,13030041,98397.0309,35464.27143,9176.964,0.777
Ecuador,2003,41.14,124.03,23.81,12.83,4.33,0.17,23.86,1.71,13.73,1.82,82.89,1.26,3.34,4.87,9.67,3.37,2.61,13279806,101076.2614,36429.92004,9712.311,0.83
Ecuador,2004,41.73,124.71,24.22,13.03,4.30,0.20,24.15,1.92,13.81,1.85,82.98,1.55,4.01,4.55,9.41,3.53,2.65,13529091,109375.6543,39421.1884,10277.549,0.835
Ecuador,2005,45.39,128.46,27.68,13.22,4.26,0.22,27.55,2.06,13.90,1.89,83.07,1.65,5.12,4.77,11.15,3.93,2.58,13777131,115163.0574,41507.085,11048.084,0.837
Ecuador,2006,46.43,128.81,28.65,13.24,4.29,0.25,28.32,2.30,13.89,1.92,82.37,1.92,6.29,3.62,11.71,4.15,2.55,14023503,120234.293,43334.86046,10255.178,0.808
Ecuador,2007,47.78,130.27,29.92,13.26,4.31,0.29,29.44,2.49,13.89,1.95,82.49,1.89,7.08,2.95,12.63,4.24,2.55,14268397,122867.501,44283.92163,11332.2,0.818
Ecuador,2008,49.57,132.17,31.63,13.28,4.34,0.32,30.64,3.06,13.89,1.98,82.61,4.31,6.91,4.46,12.66,4.07,2.54,14512402,130678.3485,47099.10836,10973.274,0.702
Ecuador,2009,52.15,134.87,34.13,13.30,4.36,0.35,33.40,2.84,13.89,2.01,82.72,4.98,7.91,4.72,14.67,4.02,2.08,14756424,131418.6303,47365.92085,12678.342,0.961
Ecuador,2010,52.71,135.55,34.62,13.32,4.39,0.38,33.91,2.87,13.88,2.05,82.84,4.16,8.36,4.48,15.23,3.94,1.90,15001072,135299.5241,48764.6731,12428.132,1.087
Ecuador,2011,53.19,136.03,34.87,13.45,4.45,0.42,33.91,3.14,14.07,2.07,82.84,2.49,8.00,3.80,16.01,4.12,1.98,15246481,145899.7444,52585.20597,12941.611,0.783
El Salvador,1990,7.24,8.56,2.55,3.40,1.28,0.00,2.85,0.32,3.18,0.87,1.33,0.11,0.17,0.64,1.25,0.79,0.00,5344226,23803.94131,9701.919257,2468.711,0.492
El Salvador,1991,7.94,9.26,3.24,3.42,1.27,0.01,3.58,0.34,3.11,0.89,1.33,0.09,0.66,0.69,1.37,0.86,0.00,5425293,24655.26851,10048.89993,2714.332,0.584
El Salvador,1992,8.19,9.52,3.48,3.44,1.27,0.01,4.03,0.22,3.05,0.90,1.33,0.13,0.64,0.85,1.58,0.96,0.00,5511138,26515.09862,10806.92237,2833.321,0.583
El Salvador,1993,8.82,10.15,4.09,3.45,1.26,0.01,4.49,0.44,2.98,0.91,1.33,0.15,0.84,0.87,1.73,1.05,0.00,5597322,28469.135,11603.34104,2982.47,0.331
El Salvador,1994,9.31,10.64,4.57,3.47,1.25,0.02,5.03,0.44,2.92,0.93,1.34,0.14,1.20,0.86,1.84,1.13,0.00,5677743,30191.62229,12305.38581,3158.796,0.641
El Salvador,1995,9.83,11.16,5.07,3.49,1.25,0.02,5.57,0.46,2.85,0.94,1.34,0.16,1.34,0.88,2.10,1.25,0.00,5748013,32122.85084,13092.50855,3358.82,0.556
El Salvador,1996,9.35,10.69,4.55,3.50,1.26,0.04,5.06,0.51,2.84,0.95,1.34,0.15,0.92,0.82,2.08,1.24,0.00,5806750,32670.73467,13315.81295,3210.043,0.078
El Salvador,1997,10.27,11.61,5.43,3.51,1.28,0.05,5.91,0.56,2.84,0.96,1.35,0.15,1.39,1.00,2.11,1.41,0.00,5855226,34058.04596,13881.24797,3552.546,0.752
El Salvador,1998,10.66,12.01,5.78,3.52,1.29,0.07,6.27,0.60,2.83,0.98,1.35,0.19,1.44,1.09,2.27,1.47,0.00,5895018,35334.78884,14401.61794,3654.551,0.847
El Salvador,1999,10.66,12.01,5.73,3.53,1.31,0.08,6.24,0.59,2.82,0.99,1.35,0.21,1.08,1.12,2.58,1.46,0.00,5928809,36553.52049,14898.34392,3792.114,0.301
El Salvador,2000,10.71,12.06,5.74,3.55,1.32,0.10,6.27,0.63,2.81,1.00,1.36,0.22,1.15,1.13,2.50,1.49,0.00,5958794,37340.39076,15219.0535,3967.995,0.318
El Salvador,2001,11.23,12.67,6.14,3.63,1.35,0.12,6.61,0.71,2.90,1.01,1.44,0.22,1.40,1.18,2.51,1.52,0.00,5985299,37978.51429,15479.13744,4151.362,0.572
El Salvador,2002,11.45,12.89,6.22,3.70,1.38,0.15,6.65,0.81,2.98,1.01,1.44,0.20,1.51,1.21,2.44,1.49,0.00,6008308,38867.52399,15841.47661,4231.668,0.69
El Salvador,2003,11.99,13.43,6.62,3.78,1.41,0.17,7.02,0.87,3.07,1.02,1.44,0.21,1.52,1.23,2.66,1.61,0.00,6029366,39761.49192,16205.83663,4418.166,0.878
El Salvador,2004,12.08,13.52,6.58,3.86,1.44,0.20,7.06,0.83,3.16,1.02,1.45,0.23,1.45,1.18,2.81,1.62,0.00,6050297,40497.29248,16505.73141,4382.27,0.639
El Salvador,2005,12.46,13.90,6.82,3.94,1.47,0.23,7.39,0.79,3.25,1.02,1.45,0.24,1.50,1.24,3.03,1.62,0.00,6072538,41940.13589,17093.8,4508.548,0.513
El Salvador,2006,12.95,14.28,7.17,4.02,1.50,0.25,7.67,0.91,3.34,1.03,1.34,0.23,1.81,1.21,2.91,1.74,0.00,6096692,43580.81246,17762.50068,4735.064,0.495
El Salvador,2007,13.49,14.84,7.58,4.10,1.53,0.28,8.09,0.93,3.44,1.03,1.34,0.36,1.89,1.43,3.12,1.65,0.00,6122952,45254.21332,18444.53899,4478.914,0.43
El Salvador,2008,12.87,14.22,6.82,4.18,1.56,0.31,7.35,0.96,3.53,1.03,1.35,0.35,1.65,1.08,2.92,1.70,0.00,6151776,45830.85486,18679.56434,4499.056,0.199
El Salvador,2009,12.97,14.32,6.77,4.26,1.59,0.34,7.36,0.95,3.63,1.04,1.35,0.35,1.63,0.97,3.03,1.73,0.00,6183484,44394.95297,18094.32495,4213.962,0.788
El Salvador,2010,12.79,14.14,6.45,4.34,1.62,0.37,7.06,0.97,3.72,1.04,1.35,0.34,1.36,0.92,2.98,1.80,0.00,6218195,45000.84804,18341.27334,4210.378,0.496
El Salvador,2011,12.47,13.83,6.03,4.40,1.65,0.40,7.24,0.00,3.78,1.04,1.35,0.35,1.45,0.98,3.08,1.73,0.00,6256242,45998.44286,18747.86922,4318.688,0.508
Finland,1990,73.82,50.21,55.23,6.34,12.16,0.09,55.72,7.46,6.71,3.94,-23.61,2.75,19.71,14.54,11.60,9.86,0.01,4986431,139090.2258,140232.7316,28380.627,1.249
Finland,1991,75.07,51.40,56.52,6.30,12.14,0.11,57.19,7.37,6.58,3.93,-23.67,2.61,21.30,14.79,11.28,9.79,0.03,5013740,130744.9154,131818.8717,28792.827,1.138
Finland,1992,72.75,48.96,54.24,6.25,12.13,0.12,55.02,7.36,6.46,3.91,-23.79,2.95,18.99,14.91,11.24,9.84,0.04,5041992,126188.4714,127225.0005,27130.924,1.165
Finland,1993,73.64,49.73,55.18,6.21,12.11,0.14,56.10,7.30,6.33,3.90,-23.90,2.44,21.99,14.28,11.01,8.76,0.05,5066447,125165.4646,126193.5906,28459.324,0.937
Finland,1994,80.20,56.18,61.78,6.17,12.09,0.16,62.70,7.40,6.21,3.89,-24.02,2.11,26.63,15.69,11.45,8.87,0.07,5088333,129738.6792,130804.3701,30390.345,0.146
Finland,1995,74.84,50.70,56.47,6.12,12.08,0.17,57.39,7.50,6.08,3.88,-24.14,1.90,24.67,12.44,11.24,8.96,0.08,5107790,134879.5142,135987.4327,28919.816,1.701
Finland,1996,80.73,56.49,62.70,5.98,11.85,0.20,63.55,7.37,6.04,3.75,-24.24,2.10,31.39,12.23,10.97,8.89,0.08,5124573,139693.9675,140841.4325,31107.245,0.137
Finland,1997,78.19,53.82,60.50,5.84,11.63,0.23,61.40,7.17,6.00,3.63,-24.37,2.23,28.90,12.35,11.58,8.50,0.07,5139835,148363.0795,149581.7537,32262.496,0.783
Finland,1998,74.71,50.22,57.36,5.70,11.40,0.25,58.14,7.11,5.96,3.50,-24.49,2.62,23.81,13.86,11.73,8.68,0.07,5153498,155827.2881,157107.2744,32566.637,0.071
Finland,1999,73.77,49.16,56.75,5.56,11.17,0.28,57.43,7.05,5.92,3.37,-24.61,2.80,24.21,13.18,12.06,7.91,0.06,5165474,161917.5973,163247.6102,32459.623,1.159
Finland,2000,72.74,48.01,56.06,5.42,10.95,0.31,56.68,6.94,5.88,3.24,-24.72,3.12,25.31,11.92,11.75,7.64,0.06,5176209,170537.6875,171938.507,32232.906,2.024
Finland,2001,77.32,60.71,61.17,5.25,10.58,0.33,61.83,6.56,5.87,3.07,-16.61,2.85,30.51,11.56,11.86,7.84,0.06,5188008,174432.3377,175865.1484,33149.814,1.365
Finland,2002,79.38,62.93,63.75,5.07,10.21,0.35,64.46,6.16,5.85,2.90,-16.45,3.05,33.18,11.35,12.07,7.80,0.06,5200598,177631.6528,179090.7431,34819.056,1.171
Finland,2003,87.08,70.81,71.97,4.89,9.83,0.38,72.55,5.97,5.84,2.73,-16.27,3.08,41.24,11.04,12.26,7.95,0.06,5213014,181206.3715,182694.825,36746.72,0.713
Finland,2004,82.58,66.46,68.00,4.72,9.46,0.40,68.69,5.53,5.82,2.55,-16.12,2.85,37.39,11.12,12.56,7.56,0.06,5228172,188680.9005,190230.7508,37120.291,1.233
Finland,2005,69.98,54.03,55.93,4.54,9.09,0.43,56.56,5.23,5.80,2.38,-15.95,2.83,26.08,10.64,12.63,7.15,0.06,5246096,194182.9485,195777.9933,34263.241,2.201
Finland,2006,81.53,87.28,67.50,4.49,9.10,0.44,68.00,5.32,5.87,2.34,5.75,3.13,37.49,10.73,12.82,6.89,0.07,5266268,202747.5667,204412.9625,37333.935,1.204
Finland,2007,79.45,85.16,65.45,4.44,9.10,0.46,65.95,5.28,5.93,2.30,5.71,3.03,35.60,10.55,13.16,6.57,0.07,5288720,213564.606,215318.8544,36803.277,1.946
Finland,2008,71.78,77.49,57.81,4.39,9.11,0.47,58.32,5.22,5.99,2.26,5.71,2.98,28.97,10.30,12.55,6.43,0.07,5313399,214191.5686,215950.9669,35284.466,2.13
Finland,2009,69.56,75.27,55.61,4.34,9.12,0.49,56.48,4.80,6.05,2.21,5.71,2.29,29.10,8.62,12.00,6.69,0.07,5338871,195902.5804,197511.7505,33259.091,1.695
Finland,2010,77.66,83.37,63.74,4.29,9.12,0.50,64.64,4.74,6.11,2.17,5.71,2.25,34.56,10.45,12.51,7.05,0.07,5363352,202490.8475,204154.1345,36429.359,0.242
Finland,2011,70.19,75.91,56.13,4.30,9.23,0.53,57.05,4.79,6.20,2.17,5.71,2.51,28.84,9.82,12.27,6.05,0.07,5388272,208012.2462,209720.8868,34749.202,1.354
France,1990,529.17,505.91,365.72,67.04,89.78,6.62,367.06,41.38,109.58,11.14,-23.26,17.04,63.60,80.10,112.74,104.72,5.90,58409202,1710808.351,1623837.029,224001.432,1.591
France,1991,556.55,533.24,393.33,67.37,89.22,6.64,394.63,41.77,108.39,11.76,-23.31,16.54,74.01,83.94,116.28,114.53,5.88,58557072,1728589.978,1640714.702,236748.005,0.257
France,1992,542.00,518.57,379.00,67.69,88.65,6.66,382.99,39.44,107.20,12.38,-23.43,17.59,63.71,82.36,118.76,112.31,5.85,58849212,1754137.491,1664963.472,232656.428,0.659
France,1993,522.27,498.72,359.49,68.02,88.09,6.68,363.85,39.42,106.01,13.00,-23.55,17.54,50.23,78.36,119.90,109.54,5.82,59105073,1742431.627,1653852.692,236531.38,0.325
France,1994,517.85,494.19,355.29,68.34,87.52,6.70,359.26,40.16,104.81,13.63,-23.66,17.35,51.09,77.64,120.79,103.94,5.80,59325793,1781590.833,1691021.185,227598.874,1.547
France,1995,526.39,502.62,364.05,68.67,86.95,6.72,368.84,39.70,103.62,14.25,-23.78,18.13,56.39,81.00,121.73,103.95,5.77,59540711,1818065.336,1725641.456,237051.731,1.326
France,1996,539.40,515.51,378.75,68.71,84.62,7.31,383.09,37.49,103.98,14.85,-23.90,19.25,60.44,82.96,121.49,112.78,5.42,59752020,1837475.271,1744064.66,250494.294,0.188
France,1997,530.98,506.97,372.03,68.76,82.29,7.91,375.70,35.49,104.34,15.45,-24.01,20.22,56.69,82.78,123.99,107.17,5.06,59963792,1877602.733,1782152.186,242828.868,1.24
France,1998,556.57,532.44,399.31,68.81,79.96,8.51,402.61,33.23,104.70,16.05,-24.13,21.75,71.12,85.83,128.43,112.52,4.71,60185178,1941033.047,1842357.932,249878.635,0.947
France,1999,548.63,524.39,393.06,68.85,77.62,9.10,395.44,31.47,105.06,16.65,-24.25,23.07,65.14,83.34,128.80,113.80,4.36,60495470,2004931.374,1903007.899,249470.842,1.199
France,2000,542.60,518.24,388.72,68.90,75.29,9.70,390.61,29.30,105.42,17.26,-24.36,23.90,69.44,78.53,131.72,106.92,4.01,60911057,2078715.088,1973040.715,251980.622,1.175
France,2001,547.14,470.27,395.20,68.27,73.72,9.95,396.67,28.69,104.14,17.65,-76.87,22.40,63.05,84.61,133.47,112.03,3.51,61355725,2116873.34,2009259.139,260564.571,1.391
France,2002,538.17,460.68,388.16,67.64,72.16,10.21,389.27,28.02,102.86,18.03,-77.49,22.22,64.98,82.01,133.39,105.87,3.02,61803229,2136535.975,2027922.197,261181.728,1.054
France,2003,543.02,464.93,394.94,67.02,70.59,10.46,395.36,27.66,101.58,18.42,-78.09,22.73,68.05,82.02,132.05,110.72,2.52,62242474,2155754.074,2046163.317,265879.382,1.8
France,2004,541.91,463.19,395.77,66.39,69.03,10.72,394.94,27.85,100.30,18.81,-78.72,24.80,67.47,78.18,132.28,114.98,2.03,62702121,2210610.927,2098231.446,269776.616,0.969
France,2005,543.14,463.81,398.93,65.77,67.46,10.97,397.38,27.54,99.02,19.20,-79.33,24.21,73.26,72.88,130.69,119.01,1.54,63176246,2250987.836,2136555.738,270659.948,1.02
France,2006,535.58,511.23,390.73,65.86,67.93,11.05,388.42,27.76,100.00,19.39,-24.35,25.28,68.81,74.20,130.32,113.56,1.53,63617975,2306516.529,2189261.553,266793.215,1.306
France,2007,529.67,505.21,384.18,65.96,68.40,11.13,381.87,27.24,100.99,19.57,-24.46,26.10,71.15,74.00,129.62,105.59,1.52,64012572,2359225.345,2239290.843,263541.852,1.407
France,2008,527.03,502.45,380.90,66.05,68.87,11.21,378.76,26.54,101.98,19.76,-24.58,25.12,71.74,69.32,123.66,112.53,1.51,64371099,2357322.202,2237484.449,264803.089,0.992
France,2009,505.27,480.59,358.50,66.15,69.34,11.28,357.92,24.44,102.96,19.94,-24.68,23.54,66.05,58.24,122.18,109.95,1.50,64702921,2283135.634,2167069.258,253469.009,1.212
France,2010,513.23,488.43,365.82,66.24,69.80,11.36,365.11,24.04,103.95,20.13,-24.80,23.62,70.67,61.54,122.47,108.94,1.49,65031235,2322514.6,2204446.34,261157.15,0.395
France,2011,487.39,462.59,338.16,66.27,70.94,12.02,336.76,25.43,104.96,20.22,-24.80,25.03,60.44,60.37,122.11,92.36,1.49,65371613,2369589.064,2249127.708,252826.69,1.534
Gabon,1990,7.04,7.44,4.15,1.59,1.30,0.00,6.21,0.06,0.70,0.09,0.40,0.28,0.31,0.14,0.32,2.07,3.37,946703,18091.47666,6744.399695,1181.405,0.124
Gabon,1991,7.23,7.62,4.33,1.61,1.29,0.00,6.39,0.06,0.69,0.10,0.40,0.26,0.32,0.19,0.39,2.10,3.40,972539,19197.3188,7156.651361,1219.95,0.081
Gabon,1992,7.51,7.91,4.60,1.62,1.29,0.00,6.65,0.06,0.68,0.11,0.40,0.85,0.30,0.27,0.36,2.08,3.64,998823,18604.09369,6935.500411,1304.065,-0.166
Gabon,1993,7.65,8.05,4.73,1.64,1.29,0.00,6.78,0.07,0.67,0.12,0.40,0.82,0.33,0.33,0.39,2.08,3.65,1025559,19338.31448,7209.213749,1378.485,0.19
Gabon,1994,7.42,7.82,4.48,1.66,1.28,0.00,6.55,0.06,0.67,0.13,0.40,0.68,0.25,0.43,0.31,2.10,3.47,1052772,20056.29869,7476.874182,1238.103,0.187
Gabon,1995,7.60,8.00,4.65,1.67,1.28,0.00,6.72,0.08,0.66,0.15,0.40,0.63,0.33,0.47,0.34,2.10,3.48,1080477,21053.86845,7848.762521,1356.244,0.582
Gabon,1996,7.38,7.78,4.75,1.51,1.12,0.00,6.47,0.09,0.62,0.20,0.40,0.56,0.40,0.48,0.34,1.78,3.47,1108698,21817.08151,8133.28401,1411.618,0.104
Gabon,1997,7.17,7.57,4.87,1.35,0.95,0.00,6.26,0.10,0.58,0.25,0.40,0.68,0.42,0.53,0.38,1.46,3.46,1137412,23069.0258,8600.001728,1428.851,0.292
Gabon,1998,6.95,7.34,4.97,1.19,0.79,0.00,6.01,0.10,0.54,0.30,0.40,0.72,0.49,0.54,0.40,1.12,3.46,1166525,23871.32813,8899.095476,1518.948,1.119
Gabon,1999,6.48,6.88,4.83,1.03,0.62,0.00,5.53,0.09,0.50,0.35,0.40,0.74,0.45,0.47,0.38,0.78,3.45,1195919,21738.99243,8104.172845,1478.912,0.589
Gabon,2000,5.95,6.34,4.62,0.87,0.46,0.00,4.97,0.11,0.46,0.40,0.40,0.83,0.45,0.46,0.29,0.43,3.34,1225527,21329.6545,7951.573993,1462.801,0.307
Gabon,2001,6.05,6.45,4.59,0.94,0.51,0.00,4.93,0.12,0.57,0.41,0.40,0.83,0.41,0.56,0.33,0.43,3.20,1255299,21784.33447,8121.076102,1578.563,0.286
Gabon,2002,5.93,6.32,4.35,1.02,0.56,0.00,4.69,0.13,0.69,0.42,0.40,0.87,0.45,0.38,0.36,0.47,3.03,1285318,21726.1367,8099.380302,1583.135,0.662
Gabon,2003,6.14,6.53,4.43,1.10,0.61,0.00,4.78,0.13,0.80,0.43,0.40,0.84,0.50,0.39,0.33,0.46,3.10,1315820,22263.90033,8299.85553,1592.81,0.893
Gabon,2004,6.30,6.70,4.47,1.17,0.65,0.00,4.80,0.13,0.92,0.44,0.40,0.83,0.52,0.38,0.34,0.47,3.09,1347125,22563.57591,8411.57288,1629.235,0.831
Gabon,2005,6.63,7.03,4.67,1.25,0.70,0.01,5.01,0.13,1.03,0.45,0.40,0.81,0.63,0.57,0.34,0.48,2.99,1379465,23245.35598,8665.736618,1717.677,0.808
Gabon,2006,6.01,6.41,4.04,1.26,0.71,0.01,4.38,0.13,1.03,0.46,0.40,0.76,0.61,0.66,0.34,0.49,2.28,1412907,23519.92726,8768.095232,1768.457,0.737
Gabon,2007,5.96,6.36,3.98,1.27,0.71,0.01,4.34,0.12,1.03,0.47,0.40,0.78,0.76,0.56,0.39,0.52,2.10,1447388,24826.07206,9255.018589,1831.615,0.926
Gabon,2008,6.04,6.43,4.04,1.28,0.71,0.01,4.40,0.12,1.03,0.48,0.40,0.76,0.67,0.70,0.40,0.53,2.10,1482843,25074.28495,9347.550944,1879.778,0.782
Gabon,2009,6.12,6.52,4.11,1.29,0.72,0.01,4.48,0.12,1.04,0.49,0.40,0.77,0.70,0.71,0.43,0.54,2.10,1519155,24347.13069,9076.471967,1925.39,0.824
Gabon,2010,6.27,6.66,4.24,1.30,0.72,0.01,4.59,0.12,1.04,0.50,0.40,0.87,0.74,0.73,0.46,0.56,2.10,1556222,25978.38844,9684.595588,1983.557,1.08
Gabon,2011,6.78,7.17,4.73,1.31,0.72,0.01,5.21,0.00,1.04,0.51,0.40,0.86,0.70,0.77,0.46,0.57,2.72,1594034,27822.85402,10372.20188,1996.632,0.657
Georgia,1990,47.07,47.07,33.47,11.85,1.73,0.02,39.45,0.92,2.27,4.44,0.00,0.60,16.95,7.32,3.76,7.68,3.74,4802000,38592.60977,12000.66429,12416.026,NA
Georgia,1991,37.91,37.91,25.69,10.51,1.69,0.02,30.68,0.83,2.29,4.11,0.00,0.97,10.95,6.88,2.86,6.84,3.15,4835900,30449.56902,9468.524098,10054.09,NA
Georgia,1992,30.95,26.91,20.13,9.16,1.64,0.02,24.06,0.79,2.32,3.78,-4.05,0.78,8.74,4.14,2.36,6.26,2.56,4873500,16777.71261,5217.156805,8659.078,-1.157
Georgia,1993,25.61,21.56,16.17,7.82,1.59,0.02,19.19,0.61,2.35,3.46,-4.04,0.57,6.06,3.23,2.04,5.89,1.97,4911100,11861.84257,3688.529785,7603.971,-1.204
Georgia,1994,18.49,14.45,10.44,6.48,1.55,0.02,12.55,0.43,2.37,3.13,-4.04,0.35,4.48,2.19,1.49,3.01,1.38,4861600,10628.21151,3304.922863,4684.825,0.451
Georgia,1995,14.79,10.75,8.13,5.13,1.50,0.02,9.22,0.35,2.40,2.81,-4.04,0.17,5.32,0.92,1.02,1.17,0.79,4734000,10904.54472,3390.850767,3725.439,0.748
Georgia,1996,13.42,9.39,6.35,5.46,1.57,0.04,7.76,0.40,2.48,2.80,-4.03,0.24,1.58,1.23,2.51,1.33,1.11,4616100,12125.85398,3770.626132,3746.185,0.189
Georgia,1997,12.98,8.95,5.49,5.79,1.64,0.05,7.17,0.45,2.56,2.79,-4.03,0.21,1.48,0.94,1.87,1.45,1.43,4531600,13401.37736,4167.259788,3287.777,0.266
Georgia,1998,12.88,8.85,4.98,6.12,1.71,0.07,6.90,0.56,2.64,2.78,-4.02,0.29,1.55,0.77,1.24,1.59,1.75,4487300,13817.47733,4296.649223,3039.411,1.26
Georgia,1999,12.84,8.82,4.53,6.45,1.78,0.08,6.66,0.69,2.72,2.77,-4.02,0.25,1.42,0.65,1.11,1.42,2.06,4452500,14213.93621,4419.931116,2782.53,1.229
Georgia,2000,13.51,9.49,4.78,6.78,1.85,0.10,7.20,0.75,2.80,2.76,-4.02,0.05,1.67,0.65,0.95,1.55,2.38,4418300,14475.23685,4501.184529,2869.166,0.967
Georgia,2001,12.33,8.78,3.66,6.58,1.96,0.13,5.86,0.79,2.93,2.76,-3.54,0.04,1.13,0.47,1.14,0.97,2.15,4386400,15170.83737,4717.486779,2570.408,1.286
Georgia,2002,11.69,8.16,3.08,6.38,2.07,0.16,5.02,0.85,3.06,2.76,-3.54,0.07,0.75,0.38,1.20,0.78,1.91,4357000,16001.26465,4975.714429,2543.939,1.06
Georgia,2003,11.84,8.32,3.29,6.18,2.17,0.19,5.01,0.90,3.19,2.75,-3.53,0.08,0.83,0.48,1.23,0.79,1.67,4328900,17770.70065,5525.933957,2705.288,-0.239
Georgia,2004,12.04,8.52,3.55,5.99,2.28,0.23,4.99,0.98,3.32,2.75,-3.52,0.11,1.05,0.42,1.19,0.90,1.44,4318300,18811.58928,5849.606157,2780.504,0.923
Georgia,2005,12.99,9.47,4.55,5.79,2.39,0.26,5.75,1.05,3.45,2.75,-3.51,0.11,1.25,0.59,1.50,1.21,1.20,4361400,20617.43423,6411.147323,2840.532,0.542
Georgia,2006,13.28,9.75,5.01,5.64,2.34,0.29,6.15,1.09,3.29,2.75,-3.54,0.11,1.53,0.72,1.56,1.18,1.16,4398000,22552.02512,7012.723011,3031.512,1.277
